Reporting Period	ID RSSD	UBPRD490	UBPRD646	UBPRD647	UBPRD648	UBPRD649	UBPRD650	UBPRE392	UBPRE632	UBPRE657	UBPRE658	UBPRE663	UBPRE880	UBPRE881	UBPRE882	UBPRE883	UBPRE884	UBPRE885	UBPRE886	UBPRE887	UBPRE888	UBPRE889	UBPRE890	UBPRE891	UBPRE892	UBPRE893	UBPRE894	UBPRE895	UBPRFB78	UBPRFB79	UBPRFB80	UBPRFB81	UBPRFB82	UBPRFB83	
3/31/2017 11:59:59 PM	5135	10.97	2.2	40.09	8.05	90.51	18.16	21.56	0.8	10.17	106.22	0	121.16	7.56	71.98	50.42	317.89	0	116.46	38.6	18.81	0.9	6.43	0	0.08	0		0	104.97	1.26		6.93			
3/31/2017 11:59:59 PM	5210	20.7	2.58	178.79	22.28	278.77	34.74	128.76	8.32	12.39	349.68	60.07	24.58	29.33	228.74	99.98	653.03	0	1.32	48.64	12.19	0	77.54	0	9.77	0		0	264.69	24.92		0.53	0	0	
3/31/2017 11:59:59 PM	5461	24.31	4.08	311.99	52.38	411.59	69.11	219.53	2.13	22.18	73.68	12.52	45.24	37.83	319.13	99.6	500.2	0	18.36	45.5	12.41	0	0	0	19.87	0		30.32	57.27	3.89		0.06	0	0	
3/31/2017 11:59:59 PM	5751	6.99	1.65	63.91	15.07	93.41	22.03	36.76	4.31	2.68	80.78	6.1	62.14	20.16	66.26	29.51	236.34	0	79	89.6	12.88	0	1.72	0	0.1	4.4		0	74.25	0.43		7.68			
3/31/2017 11:59:59 PM	6039	74.49	12.37	206.06	34.21	310.63	51.58	124.46	12.55	61.94	85.31	0.99	111.55	7.11	229.03	104.57	507.48	0	19.6	45.98	22.52	1.57	3.95	0	3.71	0		0	81.31	3.01		5.48			
3/31/2017 11:59:59 PM	6141	0	0	62.27	19.55	62.27	19.55	62.27	0	0	69.57	0	37.42	0	62.27	0	169.27	0	27.36	39.07	68.25	0	0	0	14.52	0		0	69.57	0		0			
3/31/2017 11:59:59 PM	6329	103.9	13.21	146.97	18.68	266.41	33.87	36.32	38.7	65.2	169.86	3.7	10.14	6.75	155.76	119.44	446.41	0	5.68	55.45	277.56	1.49	1.03	0	0.48	0		0	160.82	5.34		219.91	0	0	
3/31/2017 11:59:59 PM	7009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.92	252.28	0	0	0	0	0		0	0	0		0			
3/31/2017 11:59:59 PM	7045	4.07	1.1	37.66	10.18	65.06	17.58	33.59	2.45	1.63	169.19	3.28	29.33	0	60.98	27.39	263.57	0	30.32	20.38	53.1	2.35	2.59	0	0	0		0	164.88	1.03		31.91			
3/31/2017 11:59:59 PM	7072	27.12	5.12	110.08	20.8	158.33	29.91	43.46	4.27	22.85	331.78	16.17	2.5	39.51	91.71	48.25	492.61	0	0.54	26.39	10.3	0	0	0	0	0		0	311.51	4.1		0			
3/31/2017 11:59:59 PM	7157	0	0	44.27	9.62	44.27	9.62	43.13	0	0	172.37	0	31.05	1.15	43.13	0	247.69	0	73.38	61.1	78.02	0	0	0	0	0		0	172.37	0		41.57			
3/31/2017 11:59:59 PM	7456	19.12	2.31	52.68	6.37	85.64	10.35	33.56	18.3	0.82	64.31	0	153.99	0	66.53	32.97	303.94	0	363.97	137.48	20.29	0	1.39	0	0.06	0		0	60.1	4.21		11.81			
3/31/2017 11:59:59 PM	7634	9.41	1.85	187.53	36.82	187.53	36.82	178.12	8.42	0.99	126.38	0	24.22	0	178.12	0	338.13	0	17.04	64.94	88.4	0	0	0	0.76	0		0	124.4	1.98		0			
3/31/2017 11:59:59 PM	8033	146.72	22.08	180.01	27.09	263.74	39.69	26.37	71.48	75.25	282.73	0	44.99	6.92	110.1	83.73	591.46	0	16.28	40.83	14.33	0	0	0	1.62	0		0	271.34	11.39		3.96			
3/31/2017 11:59:59 PM	8462	2.61	1.03	8.88	3.51	18.15	7.17	6.27	2.61	0	44.04	0	38.36	0	15.53	9.26	100.55	0	41.38	67.56	43.63	0	0	0	0	0		0	44	0.04		32.89			
3/31/2017 11:59:59 PM	8631	2.85	0.67	70.98	16.72	83.11	19.57	68.13	0	2.85	186.95	0	8.89	0	80.26	12.14	278.96	0	3.01	78.32	59.02	0	3.62	0	1.69	0		0	184.7	2.25		32.32			
3/31/2017 11:59:59 PM	9357	5.31	0.94	54.68	9.72	132	23.48	49.36	5.31	0	150.53	2.68	1.37	0	126.69	77.33	283.89	0	0.14	171.95	4.23	0	0	0	101.88	0.13		0	147.64	0.21		0.08	0	0.13	
3/31/2017 11:59:59 PM	9553	6.12	0.95	21.6	3.35	34.98	5.43	0	6.12	0	53.05	0.29	190.03	15.48	13.38	13.38	278.07	0	291.92	59.34	10.65	0	0	0	4.16	0		0	49.63	3.13		4.63			
3/31/2017 11:59:59 PM	9807	137.25	27.36	334.56	66.7	362.21	72.21	97.69	24.9	112.35	123.94	15.78	0	99.62	125.34	27.65	486.15	0	0	16.02	0.14	0	0	0	0.06	0		0	103.12	5.05		0	0	0	
3/31/2017 11:59:59 PM	9955	0	0	124.07	32	144.13	37.18	123.82	0	0	29.72	3.78	81.27	0.24	143.89	20.07	255.13	0	56.99	64.55	4.24	0	0	0	0.14	6.65		0	25.95	0		2.56			
3/31/2017 11:59:59 PM	10250	47.9	7.37	160.34	24.66	317.42	48.82	88	10.52	37.39	122.19	25.74	0.85	24.44	245.07	157.07	440.46	0	0	181.7	25.75	0.5	2.17	0	0.06	0		0	86.26	10.19		17.12			
3/31/2017 11:59:59 PM	10849	30.69	6.63	185.71	40.09	274.44	59.25	94.2	19.54	11.14	102.69	0.23	44.71	60.83	182.93	88.73	421.84	1.73	14.01	20.67	4.55	0	0.4	0	0.08	0		0	102.41	0.06		1.4			
3/31/2017 11:59:59 PM	11145	31.54	3.73	107.35	12.71	316.02	37.41	74.86	4.55	27	307.87	22.66	9.16	0.94	283.54	208.68	633.05	0	0.16	45.65	156.31	0	9.55	0	0	0		0	282.24	2.97		13.65			
3/31/2017 11:59:59 PM	11640	87.26	18.03	144.55	29.86	188.06	38.85	26.73	16.59	70.68	63.11	4.26	70.69	30.56	70.24	43.51	321.86	0	70.84	65.83	25.01	0	0	0	0.48	0		0	56.53	2.31		8.01			
3/31/2017 11:59:59 PM	11837	34.55	11.59	118.16	39.64	138.34	46.41	58.87	0	34.55	35.94	1.58	13.48	24.74	79.05	20.18	187.76	0	1.16	82.37	5.12	0.8	21.31	0	0.53	0		0	32.94	1.41		0.71			
3/31/2017 11:59:59 PM	12030	11.63	2.47	39.64	8.41	194.29	41.23	26.64	2.47	9.16	106.23	0	78.54	1.37	181.29	154.65	379.06	0	5	48.45	35.29	0	0.18	0	3.28	0		0	105.59	0.64		12.24			
3/31/2017 11:59:59 PM	12142	43.64	9.2	148	31.21	187.56	39.56	73.94	1.65	41.99	140.31	6.31	16.36	30.42	113.5	39.56	344.22	0	7.4	80.4	42.12	1.92	0	0	0	0		0	127.16	6.84		12.03			
3/31/2017 11:59:59 PM	12179	3.45	0.81	54.27	12.68	101.84	23.79	41.99	3.45	0	279.51	10.28	1.9	8.84	89.55	47.56	383.24	0	0	37.35	7.56	0	0	0	0	0		0	268.63	0.59		1.8			
3/31/2017 11:59:59 PM	12311	15.58	2.48	59.93	9.54	106.87	17.02	31.88	2.7	12.88	166.42	72.19	0.54	9.31	78.81	46.93	270.66	2.6	0.55	183.62	134.51	5.48	4.65	0	11.27	20.12	0	3.16	90.02	4.22	0	104.77	0	20.12	
3/31/2017 11:59:59 PM	12647	24.58	4.7	130.33	24.94	169.21	32.39	93.03	13.34	11.24	174.68	21.75	43.28	12.72	131.91	38.88	387.17	0	48.04	49.89	11.23	2.4	26.16	0	0	0		0	150.98	1.95		3.14			
3/31/2017 11:59:59 PM	12656	11.47	1.9	17.56	2.91	34.63	5.74	6.08	11.47	0	335.27	0	62.65	0	23.16	17.08	432.55	0	24.71	54.22	89.65	0	0	0	0	2.19		0	335.01	0.27		70.44			
3/31/2017 11:59:59 PM	12937	5.24	1.23	227.23	53.17	292.51	68.45	139.44	5.24	0	96.17	47.07	3.85	82.55	204.72	65.29	392.54	0	0	32.05	1.36	0	0	0	1.38	0		0	40.71	8.39		0			
3/31/2017 11:59:59 PM	12946	73.48	9.94	240.13	32.48	326.94	44.22	147.9	10.19	63.29	220.67	0	35.4	18.75	234.71	86.81	583.01	7.29	13.35	108.71	25.5	0.84	0.1	0	1.33	0		0	215.42	5.25		10.16	0	0	
3/31/2017 11:59:59 PM	12955	137.07	17.37	253.76	32.16	443.88	56.26	85.06	47.35	89.72	222.22	49.41	3.85	26.92	275.18	190.12	665.23	0	0.86	115.68	3.58	0	3.58	0	0	0		4.71	161.64	11.16		2.09			
3/31/2017 11:59:59 PM	13103	27.81	4.58	107.08	17.63	211.52	34.83	62.42	11.23	16.58	244.02	10.45	0	16.85	166.86	104.44	455.54	0	0	42.69	108.27	0	0	0	0.88	0		0	231.82	1.76		105.67	0	0	
3/31/2017 11:59:59 PM	13251	18.83	3.73	125.76	24.89	135.32	26.78	104.61	5.08	13.75	168.88	0	40.69	2.32	114.16	9.55	344.89	0	38.27	61.28	60.78	0	0	0	0	0		0	161.97	6.91		23.91			
3/31/2017 11:59:59 PM	13457	0	0	0	0	11.95	7.23	0	0	0	0.26	0	56.67	0	11.95	11.95	68.87	0	80.08	10.97	4.78	0	0.24	0	0.24	0		0	0.26	0		1.29			
3/31/2017 11:59:59 PM	14052	35.58	6.18	148.85	25.86	221.77	38.52	103.95	3.33	32.25	190.56	11.69	46.89	9.33	176.87	72.92	459.23	0	9.74	47.98	46.13	0	12.81	0	0.03	0		0	167.48	11.4		32.58			
3/31/2017 11:59:59 PM	14155	66.2	8.91	133.69	18	187.21	25.2	31.17	51.51	14.7	237.2	10.89	143.99	5.5	84.7	53.52	537.59	0	147.84	36.55	20.68	0	0	0	0.15	0.07		30.81	221.39	4.93		10.43			
3/31/2017 11:59:59 PM	14650	4.46	0.88	8.98	1.78	47.48	9.43	4.53	0	4.46	34.97	0	3.92	0	43.03	38.5	86.38	0	15.92	142.4	258.23	0	0	0	1.09	0		0	34.16	0.81		38.66			
3/31/2017 11:59:59 PM	14753	0	0	1.04	0.23	3.18	0.71	1.04	0	0	21.04	0	62.33	0	3.18	2.14	86.55	0	301.02	48.7	11.52	0	0	0	0.02	0		0	21.04	0		4.46			
3/31/2017 11:59:59 PM	14865	26.26	3.6	102.1	13.99	196.74	26.97	52.55	12.9	13.36	45.36	0.42	228.45	23.29	147.19	94.65	470.56	0	144.39	86.82	8.37	1.84	20.7	0	0.17	0		0	42.89	2.05		0.56			
3/31/2017 11:59:59 PM	14977	0	0	12.25	2.98	14.64	3.56	9.4	0	0	111.37	0	73.47	2.85	11.79	2.39	199.49	0	117.37	44.13	49.73	0	0	0	0.02	0		0	97.87	13.5		36.45			
3/31/2017 11:59:59 PM	16551	140.62	21	238.23	35.58	289.57	43.25	92.11	25.34	115.28	216.6	24.67	25.07	5.5	143.45	51.34	531.25	0	16.43	76.39	30.62	1.39	12.23	0	0	2.57		0	189.19	2.74		10.42			
3/31/2017 11:59:59 PM	16748	16.62	3.43	42.34	8.74	98.97	20.44	18.91	7.63	8.99	132.74	53.92	133.62	6.8	75.54	56.63	365.33	0	47.98	61.99	7.52	0	0.97	0	0.41	0		0	77.38	1.45		5.21			
3/31/2017 11:59:59 PM	17110	0	0	0	0	0	0	0	0	0	0.83	0.05	0	0	0	0	0.83	0	0	41.92	256.5	0	0	0	26.23	0		0	0.78	0		0			
3/31/2017 11:59:59 PM	17147	41.12	6.39	214.88	33.37	281.83	43.77	112.56	4.37	36.75	141.92	48.91	17.82	61.2	179.52	66.96	441.57	0	9.4	153.63	9.47	0	26.72	0	3.08	0.03		0	90.21	2.8		6.38	0	0.03	
3/31/2017 11:59:59 PM	17259	0.87	0.14	84.08	13.51	84.08	13.51	83.21	0.87	0	168.94	0	102.22	0	83.21	0	355.24	0	42.3	113.41	76.62	0	29.49	0	0.24	5.55		0	167.53	1.42		24.18			
3/31/2017 11:59:59 PM	17464	74.64	10.19	290.66	39.69	422.48	57.7	183.11	23.38	51.26	152.49	19.39	0.58	32.63	314.93	131.82	575.27	0	0.38	129.65	14.72	2.93	10.8	0	2.14	0		0.28	131.52	1.58		4.41	0	0	
3/31/2017 11:59:59 PM	17950	20.13	4.02	65.64	13.12	125.55	25.1	45.25	9.39	10.75	90.54	0.84	118.46	0	105.16	59.91	334.29	0	77.18	51.33	31.56	0	4.09	0	0.04	1.71		0.26	86.1	3.6		15.87			
3/31/2017 11:59:59 PM	17978	4.64	3.95	19.28	16.39	24.92	21.19	6.52	1.79	2.85	90.15	1.26	0.77	8.11	12.16	5.64	115.84	0	0	0	1.76	0	0	0	0	0		0	86.85	2.04		1.01			
3/31/2017 11:59:59 PM	18050	52.3	9.96	108.51	20.66	245.89	46.83	48.68	11.62	40.67	159.81	0.22	69.97	7.54	186.06	137.38	475.67	0	11.37	19.36	16.02	0	1.71	0	0.99	0		0	154.86	4.73		4.4			
3/31/2017 11:59:59 PM	18135	2.13	0.68	6.61	2.1	19.42	6.17	0	1.07	1.07	128.72	22.34	0	4.48	12.81	12.81	148.14	0	0	149.72	17.01	0	0	0	0	0		0	20.02	86.36		0.03			
3/31/2017 11:59:59 PM	18377	15.65	2.62	26.98	4.51	26.98	4.51	11.33	6.14	9.51	554.91	20.34	16.25	0	11.33	0	598.14	0	0	0	0.14	0	0	0	0	0		0	524.27	10.3		0			
3/31/2017 11:59:59 PM	18827	49.15	6.95	210.95	29.81	269.56	38.1	126.78	4.36	44.79	267.57	24.23	3.51	35.03	185.38	58.6	540.63	0	0	84.86	27.29	0	50.78	0	0.08	3.92		0	238.83	4.5		1.12	0	3.92	
3/31/2017 11:59:59 PM	18836	37.95	5.79	63.29	9.66	130.48	19.92	22.06	3.66	34.29	364.93	37.48	8.65	3.28	89.25	67.19	504.06	0	31.15	26.05	78.44	0	15.21	0	0	0		0	320.38	7.07		16.48			
3/31/2017 11:59:59 PM	18854	151.81	19.82	276.05	36.04	316.39	41.31	118.18	66.2	85.61	49.16	0.96	60.3	6.06	158.52	40.34	425.85	0	42.91	292.6	4.07	0	0.35	0	0.09	0		0	46.07	2.13		1.25	0	0	
3/31/2017 11:59:59 PM	19356	13.15	2.76	178.03	37.37	208.4	43.75	143.15	13.11	0.04	146.86	0.81	1.29	21.72	173.52	30.37	356.54	0	4.73	69.85	43.85	0	0	0	1.51	0		0	144.87	1.17		20.82			
3/31/2017 11:59:59 PM	19936	7.39	1.32	90.91	16.29	165.45	29.65	55.12	4.12	3.28	118.07	24.42	108.92	28.4	129.66	74.54	392.44	0	44.71	84.29	19.14	0	8.4	0	9.03	0		0	90.83	2.82		7.38			
3/31/2017 11:59:59 PM	19972	2.26	1.01	2.26	1.01	2.26	1.01	0	2.26	0	219.62	0	0.4	0	0	0	222.28	0	0	0.55	0.01	0	0	0	0	0		0	213.41	6.21		0			
3/31/2017 11:59:59 PM	20053	12.28	2.09	17.24	2.94	132.66	22.59	4.96	11.76	0.52	163.3	26.31	144.48	0	120.38	115.42	440.44	0	66.95	64.02	9.53	0.4	5.28	0	1.03	0		0	134.15	2.84		5.3			
3/31/2017 11:59:59 PM	20633	17.56	3.01	271.97	46.59	385.91	66.11	217.06	6.48	11.09	113.75	5.61	4.95	37.34	331	113.94	504.6	0	1.42	63.42	9.81	0	4.49	0	0	0		0	105.73	2.41		0.65			
3/31/2017 11:59:59 PM	20857	0.96	0.23	7.64	1.83	27.45	6.59	3.25	0	0.96	28.82	9.26	111.73	3.43	23.05	19.8	167.99	0	184.98	53.85	5.92	0	3.8	0	0.21	0		0	18.8	0.76		3.83			
3/31/2017 11:59:59 PM	21256	0	0	58.22	20.16	58.22	20.16	46.48	0	0	160.24	0.4	2.02	11.74	46.48	0	220.49	0	5.1	28.83	34.41	0	0	0	0	0		0	159.84	0		12.31			
3/31/2017 11:59:59 PM	21359	27.56	5.19	30.76	5.79	83.89	15.79	3.2	9.79	17.77	118.68	0	88.47	0	56.33	53.13	291.04	0	132.66	47.09	53.6	0	5.95	0	0.81	0		0	118.12	0.56		30.16			
3/31/2017 11:59:59 PM	21630	31.63	5.71	127.74	23.06	207.38	37.43	39.26	8.98	22.65	184.4	9.42	9.91	8.83	118.9	79.64	353.68	0	0.47	159.47	39.58	0	0	0	0.84	0		48.02	173.04	1.95		8.5			
3/31/2017 11:59:59 PM	21658	12.61	1.8	144.87	20.65	146.43	20.87	131.76	7.41	5.2	161.26	7.37	258.01	0.49	133.33	1.57	565.71	0	58.43	41.28	34.36	0.44	1.67	0	0.07	0		0	149.62	4.27		13.91			
3/31/2017 11:59:59 PM	22048	59.28	8.35	203.9	28.72	343.31	48.36	124.01	8.71	50.57	152.81	3.54	42.1	20.62	263.42	139.41	538.22	0	6.25	107.94	56.67	0	0.79	0	0	0.08		0	134.36	14.9		33.58			
3/31/2017 11:59:59 PM	22543	51.49	7.29	104.99	14.86	294.3	41.66	30.82	48.3	3.19	349.24	61.76	2.01	22.69	220.12	189.3	645.54	0	0	55.79	5	0	0	0	0.11	0		0	276.62	10.85		2.1			
3/31/2017 11:59:59 PM	22552	7.07	0.79	76.02	8.55	80.36	9.03	68.95	0.93	6.14	102.46	0	306.46	0	73.29	4.34	489.28	0	245.84	121.65	32.37	0	0.44	0	0	0		0	100.83	1.63		17.05			
3/31/2017 11:59:59 PM	22730	9.31	1.85	147.94	29.32	163.89	32.48	93.29	4.12	5.19	144.94	22.5	0.68	45.34	109.24	15.95	309.52	0	0	51.61	113.56	0	0	0	0.25	29.64		0	119.96	2.49		6.04			
3/31/2017 11:59:59 PM	22936	61.01	8.75	179.78	25.77	280.69	40.23	91.04	14.34	46.67	215.57	11.41	60.15	27.24	191.95	100.91	555.92	0	36.12	89.16	17.34	0	0	0	0.18	0		0.48	197.78	6.37		1.89			
3/31/2017 11:59:59 PM	23456	40.32	7.59	41.72	7.86	152.93	28.81	0.44	36.51	3.8	153.26	31.69	51.58	0.96	111.65	111.21	357.77	0	57.62	65.07	45.52	0.97	3.77	0	1.16	0		0	109.22	12.35		17.92			
3/31/2017 11:59:59 PM	23504	21.26	3.32	313.79	49.04	424.41	66.33	149.31	3.87	17.39	110	17.69	0.02	128.96	259.93	110.62	520.16	0	0	115.4	3.92	0.01	0.19	0	0.16	0		14.26	91.02	1.28		0.01	0	0	
3/31/2017 11:59:59 PM	23643	21.53	4.23	33.96	6.67	179.4	35.24	0	13.3	8.23	120.63	0.17	16.04	12.44	145.44	145.44	316.07	12.66	6.27	101.27	66.29	0	6.47	0	0	0		0	113.63	6.84		27.29			
3/31/2017 11:59:59 PM	23755	37.83	5.75	97.06	14.76	312.71	47.54	58.11	7.97	29.87	211.67	56.86	0.57	1.12	273.76	215.65	524.95	0	0.78	86.02	25.67	0	20.23	0	0.13	0		0	144.74	10.07		18			
3/31/2017 11:59:59 PM	24006	34.39	5.37	321.69	50.26	391.53	61.17	224.7	6.44	27.95	215.92	33.19	0	57.01	294.54	69.85	601.87	0	0	34.32	0.28	0	3.23	0	0.38	0		5.59	181.8	0.94		0.01	0	0	
3/31/2017 11:59:59 PM	24378	0.31	0.05	6.66	1.18	23.57	4.16	1.74	0	0.31	521.37	3.86	0	4.61	18.64	16.9	544.93	0	0	8.17	13.34	0	0	0	0.08	0		0	508.32	9.19		6.95			
3/31/2017 11:59:59 PM	24453	74.11	12.01	168.62	27.32	250.83	40.64	87.89	16.88	57.24	235.64	6.1	6.95	6.39	170.11	82.22	493.2	0	0	48.44	75.6	0	0	0	0.02	0		0.22	216.7	12.84		0.34			
