,rprt_period,RSSD,bank,alll,ncl,avg_os,ncl_rate,alll_rate,alll_to_ncl,alll_to_nonaccrual,type,Report_Date
8540,2013-06-30,280110,Key,916567,112699,58161526,0.39,1.58,4.07,1.4,Peers,2013Q2
9433,2013-06-30,451965,Wells,13809000,2107000,776327000,0.54,1.83,3.28,0.91,Non-Peers,2013Q2
9575,2013-06-30,476810,Citi,17839000,5683000,589286500,1.93,3.06,1.57,2.19,Non-Peers,2013Q2
9603,2013-06-30,480228,BAC,14957000,2164000,769603500,0.56,1.94,3.46,0.74,Non-Peers,2013Q2
9688,2013-06-30,497404,TD,1038000,251148,95814173,0.52,1.06,2.07,0.79,Non-Peers,2013Q2
9732,2013-06-30,504713,USBank,4311959,824580,226265635,0.73,1.91,2.61,2.52,Non-Peers,2013Q2
9923,2013-06-30,541101,BNY,199000,7000,28869000,0.05,0.62,14.21,1.06,Non-Peers,2013Q2
10642,2013-06-30,675332,SunTrust,2124238,404690,124607560,0.65,1.74,2.62,1.79,Peers,2013Q2
10893,2013-06-30,723112,FifthThird,1719097,241866,89036925,0.54,1.98,3.55,1.87,Peers,2013Q2
11415,2013-06-30,817824,PNC,3771435,663709,190279518,0.7,1.99,2.84,1.0,Peers,2013Q2
11606,2013-06-30,852218,JPMC,15624000,1434000,620740000,0.46,2.54,5.45,0.98,Non-Peers,2013Q2
11609,2013-06-30,852320,BBT,1729838,432201,114540259,0.75,1.53,2.0,1.56,Non-Peers,2013Q2
12594,2013-06-30,1394676,AMEX,416885,244322,18565464,2.63,2.27,0.85,2.26,Non-Peers,2013Q2
12631,2013-06-30,1456501,MS,50000,0,20949500,0.0,0.23,,4.17,Non-Peers,2013Q2
12733,2013-06-30,2182786,Goldman,35000,0,15235500,0.0,0.21,,35.0,Non-Peers,2013Q2
13555,2013-06-30,3303298,Citizens,1006256,220111,72453023,0.61,1.41,2.29,0.69,Peers,2013Q2
14151,2013-09-30,12311,Huntington,663684,142337,41945936,0.45,1.56,3.5,2.0,Peers,2013Q3
14240,2013-09-30,30810,Discover,1582553,921872,60966063,2.02,2.53,1.29,9.54,Non-Peers,2013Q3
14266,2013-09-30,35301,StateStreet,21596,-625,13595359,-0.01,0.14,,,Non-Peers,2013Q3
14397,2013-09-30,60143,Comerica,603879,59744,44544544,0.18,1.37,7.58,1.38,Peers,2013Q3
14481,2013-09-30,75633,BMO,751306,297912,50417975,0.79,1.5,1.89,0.59,BMO,2013Q3
14674,2013-09-30,112837,CapOne,1584776,948897,136334233,0.93,1.21,1.25,2.01,Non-Peers,2013Q3
15174,2013-09-30,212465,MUFG,594314,21683,62960259,0.05,0.89,20.56,1.16,Non-Peers,2013Q3
15273,2013-09-30,233031,Regions,1540407,437363,75567295,0.77,2.03,2.64,1.1,Peers,2013Q3
15532,2013-09-30,280110,Key,905945,158251,58297787,0.36,1.55,4.29,1.64,Peers,2013Q3
16420,2013-09-30,451965,Wells,12970000,2911000,776601667,0.5,1.7,3.34,0.92,Non-Peers,2013Q3
16562,2013-09-30,476810,Citi,16777000,7784000,589668667,1.76,2.82,1.62,2.13,Non-Peers,2013Q3
16589,2013-09-30,480228,BAC,13427000,2823000,773654333,0.49,1.72,3.57,0.72,Non-Peers,2013Q3
16673,2013-09-30,497404,TD,1024000,369842,96988756,0.51,1.03,2.08,0.78,Non-Peers,2013Q3
16717,2013-09-30,504713,USBank,4257654,1153391,228354929,0.67,1.85,2.77,2.57,Non-Peers,2013Q3
16908,2013-09-30,541101,BNY,194000,6000,29113000,0.03,0.63,24.25,1.24,Non-Peers,2013Q3
17624,2013-09-30,675332,SunTrust,2070232,550709,125029176,0.59,1.66,2.82,1.89,Peers,2013Q3
17874,2013-09-30,723112,FifthThird,1661516,350487,89029634,0.52,1.91,3.56,2.13,Peers,2013Q3
18394,2013-09-30,817824,PNC,3690698,888136,191424535,0.62,1.91,3.12,1.01,Peers,2013Q3
18584,2013-09-30,852218,JPMC,14132000,2073000,619961667,0.45,2.28,5.11,0.98,Non-Peers,2013Q3
18587,2013-09-30,852320,BBT,1661517,538517,114814029,0.63,1.47,2.31,1.68,Non-Peers,2013Q3
19566,2013-09-30,1394676,AMEX,422511,367860,18716219,2.62,2.26,0.86,3.76,Non-Peers,2013Q3
19602,2013-09-30,1456501,MS,80000,0,21966000,0.0,0.34,,0.72,Non-Peers,2013Q3
19702,2013-09-30,2182786,Goldman,52000,0,16054000,0.0,0.26,,26.0,Non-Peers,2013Q3
20513,2013-09-30,3303298,Citizens,1027744,338391,72091470,0.63,1.44,2.28,0.73,Peers,2013Q3
21105,2013-12-31,12311,Huntington,645014,188788,42318896,0.45,1.5,3.42,2.01,Peers,2013Q4
21194,2013-12-31,30810,Discover,1631199,1224958,61534814,1.99,2.49,1.33,10.13,Non-Peers,2013Q4
21220,2013-12-31,35301,StateStreet,27878,-625,13836405,0.0,0.21,,,Non-Peers,2013Q4
21350,2013-12-31,60143,Comerica,597984,72531,44423015,0.16,1.32,8.24,1.71,Peers,2013Q4
21433,2013-12-31,75633,BMO,752320,322447,50486701,0.64,1.44,2.33,0.63,BMO,2013Q4
21623,2013-12-31,112837,CapOne,1610710,1289131,135290079,0.95,1.2,1.25,2.06,Non-Peers,2013Q4
22117,2013-12-31,212465,MUFG,556568,29893,63971139,0.05,0.82,18.62,1.25,Non-Peers,2013Q4
22215,2013-12-31,233031,Regions,1340852,715918,75794392,0.94,1.8,1.87,1.15,Peers,2013Q4
22473,2013-12-31,280110,Key,886950,205169,58446606,0.35,1.51,4.32,1.8,Peers,2013Q4
23353,2013-12-31,451965,Wells,12421000,3702000,778414500,0.48,1.6,3.36,0.96,Non-Peers,2013Q4
23495,2013-12-31,476810,Citi,15693000,9759000,592139250,1.65,2.61,1.61,2.22,Non-Peers,2013Q4
23522,2013-12-31,480228,BAC,11963000,3463000,777549500,0.45,1.54,3.45,0.72,Non-Peers,2013Q4
23604,2013-12-31,497404,TD,1045601,482620,98003301,0.49,1.02,2.17,0.78,Non-Peers,2013Q4
23648,2013-12-31,504713,USBank,4249743,1465103,229780231,0.64,1.82,2.9,2.65,Non-Peers,2013Q4
23836,2013-12-31,541101,BNY,195000,6000,29558750,0.02,0.63,32.5,1.4,Non-Peers,2013Q4
24547,2013-12-31,675332,SunTrust,2043230,678410,125594020,0.54,1.6,3.01,2.07,Peers,2013Q4
24794,2013-12-31,723112,FifthThird,1567667,498332,88953697,0.56,1.77,3.15,2.08,Peers,2013Q4
25310,2013-12-31,817824,PNC,3608665,1077151,192826561,0.56,1.84,3.35,1.01,Peers,2013Q4
25495,2013-12-31,852218,JPMC,13134000,2701000,621289750,0.43,2.12,4.86,0.99,Non-Peers,2013Q4
25498,2013-12-31,852320,BBT,1546777,635761,114622254,0.55,1.37,2.43,1.75,Non-Peers,2013Q4
26469,2013-12-31,1394676,AMEX,417937,526788,18903195,2.79,2.15,0.79,3.52,Non-Peers,2013Q4
26505,2013-12-31,1456501,MS,77000,0,22711750,0.0,0.31,,1.2,Non-Peers,2013Q4
26604,2013-12-31,2182786,Goldman,75000,0,17138750,0.0,0.34,,18.75,Non-Peers,2013Q4
27396,2013-12-31,3303298,Citizens,1022215,442059,72031223,0.61,1.44,2.31,0.88,Peers,2013Q4
59,2014-03-31,12311,Huntington,629518,44134,43681983,0.4,1.42,3.57,1.93,Peers,2014Q1
147,2014-03-31,30810,Discover,1572518,329002,64051686,2.05,2.47,1.19,9.29,Non-Peers,2014Q1
173,2014-03-31,35301,StateStreet,30017,0,14654529,0.0,0.19,,,Non-Peers,2014Q1
302,2014-03-31,60143,Comerica,594318,11483,45077221,0.1,1.28,12.94,1.87,Peers,2014Q1
384,2014-03-31,75633,BMO,788502,57762,52426898,0.44,1.47,3.41,0.69,BMO,2014Q1
571,2014-03-31,112837,CapOne,1585477,308289,133547935,0.92,1.19,1.29,2.27,Non-Peers,2014Q1
1063,2014-03-31,212465,MUFG,533026,-6463,68787639,-0.04,0.77,,1.18,Non-Peers,2014Q1
1160,2014-03-31,233031,Regions,1260821,82031,75999218,0.43,1.67,3.84,1.14,Peers,2014Q1
1415,2014-03-31,280110,Key,868016,29037,59534748,0.2,1.45,7.47,1.96,Peers,2014Q1
2282,2014-03-31,451965,Wells,11761000,660000,788925000,0.33,1.51,4.45,0.97,Non-Peers,2014Q1
2423,2014-03-31,476810,Citi,14978000,1753000,599745000,1.17,2.49,2.14,2.18,Non-Peers,2014Q1
2449,2014-03-31,480228,BAC,11338000,491000,778225000,0.25,1.48,5.77,0.7,Non-Peers,2014Q1
2531,2014-03-31,497404,TD,1053000,92081,102090717,0.36,1.02,2.86,0.8,Non-Peers,2014Q1
2575,2014-03-31,504713,USBank,4188490,341474,236921570,0.58,1.77,3.07,2.59,Non-Peers,2014Q1
2759,2014-03-31,541101,BNY,182000,1000,31310000,0.01,0.54,45.5,1.38,Non-Peers,2014Q1
3468,2014-03-31,675332,SunTrust,2039226,110238,129867181,0.34,1.58,4.62,2.18,Peers,2014Q1
3714,2014-03-31,723112,FifthThird,1468711,167937,90098770,0.75,1.64,2.19,2.0,Peers,2014Q1
4226,2014-03-31,817824,PNC,3529061,185928,198694953,0.37,1.78,4.75,1.03,Peers,2014Q1
4407,2014-03-31,852218,JPMC,12883000,576000,628075000,0.37,2.07,5.59,1.04,Non-Peers,2014Q1
4410,2014-03-31,852320,BBT,1457316,90519,113415046,0.32,1.28,4.02,1.7,Non-Peers,2014Q1
5372,2014-03-31,1394676,AMEX,427364,133140,19084230,2.79,2.23,0.8,4.61,Non-Peers,2014Q1
5407,2014-03-31,1456501,MS,69000,0,27655000,0.0,0.24,,34.5,Non-Peers,2014Q1
5504,2014-03-31,2182786,Goldman,86000,0,23950000,0.0,0.35,,14.33,Non-Peers,2014Q1
6276,2014-03-31,3303298,Citizens,1060134,78821,72381111,0.44,1.49,3.36,0.95,Peers,2014Q1
6853,2014-06-30,12311,Huntington,632849,72777,44486829,0.33,1.37,4.35,1.96,Peers,2014Q2
6940,2014-06-30,30810,Discover,1596110,664824,64297159,2.07,2.43,1.2,9.29,Non-Peers,2014Q2
6965,2014-06-30,35301,StateStreet,31495,418,14882354,0.01,0.19,37.67,,Non-Peers,2014Q2
7091,2014-06-30,60143,Comerica,591049,20888,45903193,0.09,1.23,14.15,1.81,Peers,2014Q2
7172,2014-06-30,75633,BMO,774683,129619,53154818,0.49,1.42,2.99,0.82,BMO,2014Q2
7358,2014-06-30,112837,CapOne,1581276,555376,134093604,0.83,1.16,1.42,2.16,Non-Peers,2014Q2
7845,2014-06-30,212465,MUFG,543356,1476,69766605,0.0,0.75,184.06,1.08,Non-Peers,2014Q2
7941,2014-06-30,233031,Regions,1229045,148807,76401032,0.39,1.61,4.13,1.34,Peers,2014Q2
8195,2014-06-30,280110,Key,846183,66382,59925094,0.22,1.42,6.37,2.19,Peers,2014Q2
9059,2014-06-30,451965,Wells,11341000,1208000,794513000,0.3,1.45,4.69,0.99,Non-Peers,2014Q2
9199,2014-06-30,476810,Citi,13791000,3777000,603215500,1.25,2.28,1.83,2.22,Non-Peers,2014Q2
9225,2014-06-30,480228,BAC,10964000,763000,775328500,0.2,1.44,7.18,0.77,Non-Peers,2014Q2
9306,2014-06-30,497404,TD,1036952,155812,103155685,0.3,0.98,3.33,0.81,Non-Peers,2014Q2
9350,2014-06-30,504713,USBank,4132204,689618,239119931,0.58,1.7,3.0,2.59,Non-Peers,2014Q2
9533,2014-06-30,541101,BNY,172000,3000,31747000,0.02,0.46,28.67,1.38,Non-Peers,2014Q2
10240,2014-06-30,675332,SunTrust,2002220,223377,131128948,0.34,1.54,4.48,2.23,Peers,2014Q2
10483,2014-06-30,723112,FifthThird,1444268,269190,90601624,0.59,1.6,2.68,2.25,Peers,2014Q2
10990,2014-06-30,817824,PNC,3453133,331048,200134963,0.33,1.72,5.22,1.09,Peers,2014Q2
11170,2014-06-30,852218,JPMC,12383000,1057000,631921000,0.33,1.94,5.86,1.0,Non-Peers,2014Q2
11173,2014-06-30,852320,BBT,1409452,179787,114460401,0.31,1.21,3.92,1.76,Non-Peers,2014Q2
12119,2014-06-30,1394676,AMEX,407891,275511,19304438,2.85,2.08,0.74,4.75,Non-Peers,2014Q2
12154,2014-06-30,1456501,MS,78000,0,30247000,0.0,0.23,,78.0,Non-Peers,2014Q2
12249,2014-06-30,2182786,Goldman,102000,0,25565000,0.0,0.36,,20.4,Non-Peers,2014Q2
13007,2014-06-30,3303298,Citizens,994803,138567,72712345,0.38,1.37,3.59,0.99,Peers,2014Q2
13575,2014-09-30,12311,Huntington,628906,102801,45138430,0.3,1.35,4.59,1.94,Peers,2014Q3
13661,2014-09-30,30810,Discover,1628708,989348,64959657,2.03,2.43,1.23,9.49,Non-Peers,2014Q3
13686,2014-09-30,35301,StateStreet,33651,418,15271004,0.0,0.18,60.38,,Non-Peers,2014Q3
13809,2014-09-30,60143,Comerica,591761,23874,46323155,0.07,1.24,18.59,1.8,Peers,2014Q3
13890,2014-09-30,75633,BMO,803757,155720,53573009,0.39,1.47,3.87,0.82,BMO,2014Q3
14074,2014-09-30,112837,CapOne,1629399,849416,134969718,0.84,1.19,1.44,2.33,Non-Peers,2014Q3
14557,2014-09-30,212465,MUFG,518889,13106,70870379,0.02,0.7,29.69,1.28,Non-Peers,2014Q3
14652,2014-09-30,233031,Regions,1177880,223972,76530619,0.39,1.54,3.94,1.35,Peers,2014Q3
14904,2014-09-30,280110,Key,834785,104007,60064045,0.23,1.43,6.02,2.16,Peers,2014Q3
15754,2014-09-30,451965,Wells,11213000,1735000,803241333,0.29,1.4,4.85,1.02,Non-Peers,2014Q3
15892,2014-09-30,476810,Citi,12904000,5456000,603815667,1.2,2.18,1.77,2.09,Non-Peers,2014Q3
15918,2014-09-30,480228,BAC,10492000,1029000,770919667,0.18,1.41,7.65,0.81,Non-Peers,2014Q3
15999,2014-09-30,497404,TD,1019558,237004,104524551,0.3,0.94,3.23,0.8,Non-Peers,2014Q3
16043,2014-09-30,504713,USBank,4065566,1025893,241459564,0.57,1.66,2.97,2.59,Non-Peers,2014Q3
16225,2014-09-30,541101,BNY,176000,7000,32002667,0.03,0.51,18.86,1.35,Non-Peers,2014Q3
16927,2014-09-30,675332,SunTrust,1967219,351288,132132176,0.35,1.49,4.2,2.41,Peers,2014Q3
17166,2014-09-30,723112,FifthThird,1400549,383874,90831464,0.56,1.55,2.74,2.24,Peers,2014Q3
17670,2014-09-30,817824,PNC,3406032,412839,200889934,0.27,1.69,6.19,1.17,Peers,2014Q3
17848,2014-09-30,852218,JPMC,11891000,1557000,634242333,0.33,1.87,5.73,1.02,Non-Peers,2014Q3
17851,2014-09-30,852320,BBT,1324594,272484,115426568,0.31,1.15,3.65,1.79,Non-Peers,2014Q3
18794,2014-09-30,1394676,AMEX,411214,414864,19464662,2.84,2.11,0.74,4.85,Non-Peers,2014Q3
18829,2014-09-30,1456501,MS,80000,0,33020000,0.0,0.23,,20.0,Non-Peers,2014Q3
18923,2014-09-30,2182786,Goldman,113000,0,27346000,0.0,0.34,,2.05,Non-Peers,2014Q3
19668,2014-09-30,3303298,Citizens,985158,216609,72841028,0.4,1.34,3.41,1.05,Peers,2014Q3
20225,2014-12-31,12311,Huntington,603072,125807,45714488,0.28,1.27,4.79,2.02,Peers,2014Q4
20311,2014-12-31,30810,Discover,1729501,1342624,65657974,2.04,2.48,1.29,10.59,Non-Peers,2014Q4
20336,2014-12-31,35301,StateStreet,37127,418,15950555,0.0,0.2,88.82,,Non-Peers,2014Q4
20459,2014-12-31,60143,Comerica,594071,25314,46583956,0.05,1.22,23.47,2.17,Peers,2014Q4
20539,2014-12-31,75633,BMO,769838,190909,53823762,0.35,1.42,4.03,0.84,BMO,2014Q4
20722,2014-12-31,112837,CapOne,1619892,1186264,135959010,0.87,1.16,1.37,2.18,Non-Peers,2014Q4
21201,2014-12-31,212465,MUFG,526895,12850,72023886,0.02,0.69,41.0,1.41,Non-Peers,2014Q4
21294,2014-12-31,233031,Regions,1103261,306591,76813271,0.4,1.43,3.6,1.27,Peers,2014Q4
21540,2014-12-31,280110,Key,823057,143484,59972956,0.24,1.38,5.74,2.08,Peers,2014Q4
22383,2014-12-31,451965,Wells,10844000,2368000,811176000,0.29,1.32,4.58,1.04,Non-Peers,2014Q4
22519,2014-12-31,476810,Citi,12255000,7190000,602089750,1.19,2.09,1.7,2.2,Non-Peers,2014Q4
22545,2014-12-31,480228,BAC,14051000,4362000,793301250,0.55,1.66,3.22,1.24,Non-Peers,2014Q4
22624,2014-12-31,497404,TD,1010737,323611,105968512,0.31,0.9,3.12,0.75,Non-Peers,2014Q4
22667,2014-12-31,504713,USBank,4039320,1333607,243433270,0.55,1.64,3.03,2.76,Non-Peers,2014Q4
22847,2014-12-31,541101,BNY,168000,15000,32114000,0.05,0.47,11.2,1.5,Non-Peers,2014Q4
23541,2014-12-31,675332,SunTrust,1936219,445277,132928703,0.33,1.45,4.35,2.88,Peers,2014Q4
23780,2014-12-31,723112,FifthThird,1309841,574505,90984448,0.63,1.46,2.28,2.1,Peers,2014Q4
24280,2014-12-31,817824,PNC,3330968,531242,202006215,0.26,1.63,6.27,1.15,Peers,2014Q4
24456,2014-12-31,852218,JPMC,11352000,2153000,636613500,0.34,1.76,5.27,1.0,Non-Peers,2014Q4
24459,2014-12-31,852320,BBT,1273056,334153,115748702,0.29,1.09,3.81,2.27,Non-Peers,2014Q4
25387,2014-12-31,1394676,AMEX,441281,540058,19653891,2.75,2.1,0.82,5.52,Non-Peers,2014Q4
25420,2014-12-31,1456501,MS,94000,0,35390500,0.0,0.24,,94.0,Non-Peers,2014Q4
25512,2014-12-31,2182786,Goldman,137000,3000,29314250,0.01,0.38,45.67,2.69,Non-Peers,2014Q4
26246,2014-12-31,3303298,Citizens,981690,287257,73327887,0.39,1.3,3.42,1.03,Peers,2014Q4
58,2015-03-31,12311,Huntington,600918,28871,48139246,0.24,1.26,5.2,1.66,Peers,2015Q1
142,2015-03-31,30810,Discover,1756933,360142,67977314,2.12,2.61,1.22,10.06,Non-Peers,2015Q1
167,2015-03-31,35301,StateStreet,41383,19,18065543,0.0,0.23,544.51,,Non-Peers,2015Q1
287,2015-03-31,60143,Comerica,600769,8554,48155456,0.07,1.22,17.56,2.26,Peers,2015Q1
367,2015-03-31,75633,BMO,754776,23829,54415706,0.18,1.39,7.92,0.78,BMO,2015Q1
545,2015-03-31,112837,CapOne,1662798,276423,139592129,0.79,1.2,1.5,2.53,Non-Peers,2015Q1
1020,2015-03-31,212465,MUFG,519022,2672,77094320,0.01,0.68,48.56,1.44,Non-Peers,2015Q1
1112,2015-03-31,233031,Regions,1097690,54571,78347755,0.28,1.4,5.03,1.32,Peers,2015Q1
1355,2015-03-31,280110,Key,819297,33708,60513092,0.22,1.36,6.08,1.91,Peers,2015Q1
2192,2015-03-31,451965,Wells,10790000,606000,840037000,0.29,1.31,4.45,1.05,Non-Peers,2015Q1
2327,2015-03-31,476810,Citi,11701000,1632000,585794000,1.11,2.04,1.79,2.33,Non-Peers,2015Q1
2353,2015-03-31,480228,BAC,13308000,1187000,849791000,0.56,1.57,2.8,1.23,Non-Peers,2015Q1
2432,2015-03-31,497404,TD,1036639,69745,112879973,0.25,0.9,3.72,0.74,Non-Peers,2015Q1
2474,2015-03-31,504713,USBank,4022889,279495,251137853,0.45,1.65,3.6,2.98,Non-Peers,2015Q1
2651,2015-03-31,541101,BNY,167000,-1000,34781000,-0.01,0.45,,1.49,Non-Peers,2015Q1
3338,2015-03-31,675332,SunTrust,1892224,99438,135977454,0.29,1.43,4.76,3.09,Peers,2015Q1
3572,2015-03-31,723112,FifthThird,1286608,91035,91515202,0.4,1.41,3.53,2.44,Peers,2015Q1
4067,2015-03-31,817824,PNC,3305340,103306,207638384,0.2,1.61,8.0,1.18,Peers,2015Q1
4241,2015-03-31,852218,JPMC,11219000,428000,656539000,0.26,1.7,6.55,1.02,Non-Peers,2015Q1
4244,2015-03-31,852320,BBT,1261691,50648,116994212,0.17,1.08,6.23,2.28,Non-Peers,2015Q1
5162,2015-03-31,1394676,AMEX,397908,135304,19650721,2.75,2.04,0.74,5.57,Non-Peers,2015Q1
5194,2015-03-31,1456501,MS,111000,6000,46750000,0.05,0.27,4.62,,Non-Peers,2015Q1
5284,2015-03-31,2182786,Goldman,140000,0,38437000,0.0,0.36,,2.5,Non-Peers,2015Q1
5995,2015-03-31,3303298,Citizens,985454,44082,76045133,0.23,1.3,5.59,1.03,Peers,2015Q1
6538,2015-06-30,12311,Huntington,595786,54242,48508336,0.22,1.22,5.49,1.66,Peers,2015Q2
6621,2015-06-30,30810,Discover,1716295,707623,67938621,2.08,2.49,1.21,9.59,Non-Peers,2015Q2
6645,2015-06-30,35301,StateStreet,43043,19,17806652,0.0,0.23,1132.71,,Non-Peers,2015Q2
6765,2015-06-30,60143,Comerica,617665,26768,48497184,0.11,1.24,11.54,1.77,Peers,2015Q2
6845,2015-06-30,75633,BMO,768492,52414,54555796,0.19,1.41,7.33,0.82,BMO,2015Q2
7023,2015-06-30,112837,CapOne,1749722,526421,139478142,0.75,1.26,1.66,1.78,Non-Peers,2015Q2
7493,2015-06-30,212465,MUFG,524952,22668,76818170,0.06,0.69,11.58,1.46,Non-Peers,2015Q2
7584,2015-06-30,233031,Regions,1115043,100218,78992656,0.25,1.39,5.56,1.44,Peers,2015Q2
7824,2015-06-30,280110,Key,818101,72372,60941248,0.24,1.36,5.65,1.99,Peers,2015Q2
8656,2015-06-30,451965,Wells,10493000,1167000,845611500,0.28,1.24,4.5,1.02,Non-Peers,2015Q2
8790,2015-06-30,476810,Citi,11297000,3135000,587579500,1.07,1.93,1.8,2.39,Non-Peers,2015Q2
8816,2015-06-30,480228,BAC,12723000,2230000,855041000,0.52,1.48,2.85,1.22,Non-Peers,2015Q2
8894,2015-06-30,497404,TD,1064081,137717,114610406,0.24,0.9,3.86,0.74,Non-Peers,2015Q2
8936,2015-06-30,504713,USBank,4012758,575123,252238639,0.46,1.62,3.49,3.24,Non-Peers,2015Q2
9111,2015-06-30,541101,BNY,162000,-2000,34612500,-0.01,0.46,,1.47,Non-Peers,2015Q2
9791,2015-06-30,675332,SunTrust,1833247,186779,135805789,0.28,1.38,4.91,3.16,Peers,2015Q2
10022,2015-06-30,723112,FifthThird,1273736,177209,92056480,0.39,1.38,3.59,2.67,Peers,2015Q2
10514,2015-06-30,817824,PNC,3271767,170511,207786528,0.16,1.59,9.59,1.29,Peers,2015Q2
10687,2015-06-30,852218,JPMC,11095000,810000,664885000,0.24,1.63,6.85,1.02,Non-Peers,2015Q2
10690,2015-06-30,852320,BBT,1248110,108318,117884672,0.18,1.05,5.76,2.36,Non-Peers,2015Q2
11601,2015-06-30,1394676,AMEX,406931,241831,19755301,2.45,1.99,0.84,5.94,Non-Peers,2015Q2
11633,2015-06-30,1456501,MS,114000,9000,49265000,0.04,0.25,6.33,,Non-Peers,2015Q2
11720,2015-06-30,2182786,Goldman,141000,1000,39965000,0.01,0.33,70.5,2.24,Non-Peers,2015Q2
12419,2015-06-30,3303298,Citizens,977517,101687,76665076,0.27,1.26,4.81,1.09,Peers,2015Q2
12946,2015-09-30,12311,Huntington,588155,75469,48835708,0.21,1.18,5.85,1.62,Peers,2015Q3
13029,2015-09-30,30810,Discover,1725306,1030705,68414025,2.01,2.46,1.26,8.82,Non-Peers,2015Q3
13053,2015-09-30,35301,StateStreet,48403,172,17757682,0.0,0.25,211.06,,Non-Peers,2015Q3
13171,2015-09-30,60143,Comerica,622407,49427,48663127,0.14,1.27,9.44,1.74,Peers,2015Q3
13251,2015-09-30,75633,BMO,704439,107204,54739755,0.26,1.27,4.93,0.76,BMO,2015Q3
13426,2015-09-30,112837,CapOne,1777537,855135,139563865,0.82,1.28,1.56,1.74,Non-Peers,2015Q3
13891,2015-09-30,212465,MUFG,535152,33652,76628450,0.06,0.7,11.93,1.29,Non-Peers,2015Q3
13981,2015-09-30,233031,Regions,1114855,160406,79697432,0.27,1.38,5.21,1.37,Peers,2015Q3
14219,2015-09-30,280110,Key,813074,120463,61385488,0.26,1.31,5.06,2.08,Peers,2015Q3
15045,2015-09-30,451965,Wells,10426000,1787000,855093667,0.28,1.21,4.38,1.09,Non-Peers,2015Q3
15178,2015-09-30,476810,Citi,11030000,4433000,587485333,1.01,1.91,1.87,2.29,Non-Peers,2015Q3
15203,2015-09-30,480228,BAC,12363000,3147000,857775667,0.49,1.44,2.95,1.29,Non-Peers,2015Q3
15280,2015-09-30,497404,TD,1091043,209224,116107532,0.24,0.9,3.91,0.72,Non-Peers,2015Q3
15322,2015-09-30,504713,USBank,3965084,867527,253579724,0.46,1.56,3.43,3.19,Non-Peers,2015Q3
15497,2015-09-30,541101,BNY,159000,-4000,34539667,-0.02,0.45,,1.53,Non-Peers,2015Q3
16165,2015-09-30,675332,SunTrust,1785246,257899,135615008,0.25,1.33,5.19,3.86,Peers,2015Q3
16392,2015-09-30,723112,FifthThird,1241572,365645,92769493,0.53,1.33,2.55,2.7,Peers,2015Q3
16877,2015-09-30,817824,PNC,3236436,266346,207472511,0.17,1.58,9.11,1.31,Peers,2015Q3
17049,2015-09-30,852218,JPMC,10716000,1159000,675511333,0.23,1.51,6.93,1.0,Non-Peers,2015Q3
17052,2015-09-30,852320,BBT,1243278,155326,121645775,0.17,0.94,6.0,2.33,Non-Peers,2015Q3
17956,2015-09-30,1394676,AMEX,479842,371220,20498675,2.41,2.09,0.97,7.18,Non-Peers,2015Q3
17988,2015-09-30,1456501,MS,111000,9000,50949333,0.02,0.24,9.25,1.16,Non-Peers,2015Q3
18072,2015-09-30,2182786,Goldman,158000,1000,41785000,0.0,0.35,118.5,2.47,Non-Peers,2015Q3
18756,2015-09-30,3303298,Citizens,978958,155822,77157999,0.27,1.25,4.71,1.13,Peers,2015Q3
19274,2015-12-31,12311,Huntington,594620,98172,49204416,0.2,1.18,6.06,1.58,Peers,2015Q4
19354,2015-12-31,30810,Discover,1852777,1389148,68930500,2.02,2.56,1.33,9.03,Non-Peers,2015Q4
19378,2015-12-31,35301,StateStreet,45529,3791,17997474,0.02,0.24,12.01,,Non-Peers,2015Q4
19494,2015-12-31,60143,Comerica,634399,99974,48638227,0.21,1.29,6.35,1.73,Peers,2015Q4
19573,2015-12-31,75633,BMO,660163,138664,55734262,0.25,1.03,4.76,0.9,BMO,2015Q4
19743,2015-12-31,112837,CapOne,1890035,1196978,141064095,0.85,1.25,1.58,1.67,Non-Peers,2015Q4
20204,2015-12-31,212465,MUFG,704298,27375,76869668,0.04,0.91,25.73,1.29,Non-Peers,2015Q4
20294,2015-12-31,233031,Regions,1106249,238012,80064051,0.3,1.36,4.65,1.35,Peers,2015Q4
20530,2015-12-31,280110,Key,824020,164608,61614034,0.27,1.34,5.01,2.23,Peers,2015Q4
21349,2015-12-31,451965,Wells,10349000,2542000,862500750,0.29,1.18,4.07,1.1,Non-Peers,2015Q4
21479,2015-12-31,476810,Citi,10852000,6132000,587629250,1.04,1.88,1.77,2.38,Non-Peers,2015Q4
21504,2015-12-31,480228,BAC,11959000,4282000,860479000,0.5,1.37,2.79,1.31,Non-Peers,2015Q4
21580,2015-12-31,497404,TD,1165460,288730,118341258,0.24,0.92,4.04,0.66,Non-Peers,2015Q4
21621,2015-12-31,504713,USBank,3862417,1172571,255102906,0.46,1.49,3.29,3.24,Non-Peers,2015Q4
21795,2015-12-31,541101,BNY,140000,164000,34519500,0.48,0.4,0.85,0.51,Non-Peers,2015Q4
22459,2015-12-31,675332,SunTrust,1751289,340746,135976126,0.25,1.28,5.14,2.61,Peers,2015Q4
22681,2015-12-31,723112,FifthThird,1253365,444729,93190353,0.48,1.36,2.82,2.42,Peers,2015Q4
