,rprt_period,RSSD,bank,alll,ncl,avg_os,ncl_rate,alll_rate,alll_to_ncl,alll_to_nonaccrual,type,Report_Date
77,2005-03-31,12311,Huntington,258417,28440,23906653,0.48,1.07,2.27,4.31,Peers,2005Q1
196,2005-03-31,30810,Discover,818328,213623,18128959,4.71,4.69,0.96,7.0,Non-Peers,2005Q1
227,2005-03-31,35301,StateStreet,17612,0,5321903,0.0,0.37,,,Non-Peers,2005Q1
386,2005-03-31,60143,Comerica,635624,38247,42153493,0.36,1.52,4.15,2.36,Peers,2005Q1
484,2005-03-31,75633,BMO,212261,7479,11737496,0.25,1.72,7.1,1.6,BMO,2005Q1
713,2005-03-31,112837,CapOne,228731,14543,15761024,0.37,1.45,3.93,3.68,Non-Peers,2005Q1
1320,2005-03-31,212465,MUFG,367084,-5101,30635849,-0.07,1.2,,7.81,Non-Peers,2005Q1
1436,2005-03-31,233031,Regions,457385,17006,37696485,0.18,1.22,6.72,1.77,Peers,2005Q1
1768,2005-03-31,280110,Key,1128475,53937,67721735,0.32,1.77,5.23,3.7,Peers,2005Q1
2830,2005-03-31,451965,Wells,2367000,162000,279694000,0.23,0.97,3.65,2.97,Non-Peers,2005Q1
2996,2005-03-31,476810,Citi,7574000,1126000,376435000,1.2,2.03,1.68,1.78,Non-Peers,2005Q1
3028,2005-03-31,480228,BAC,3888438,130991,388133785,0.13,1.0,7.42,2.61,Non-Peers,2005Q1
3132,2005-03-31,497404,TD,228165,1019,20200291,0.06,1.16,19.02,3.63,Non-Peers,2005Q1
3182,2005-03-31,504713,USBank,1928572,162504,125735233,0.52,1.54,2.97,3.44,Non-Peers,2005Q1
3395,2005-03-31,541101,BNY,579000,9000,28913000,0.12,1.84,16.08,3.03,Non-Peers,2005Q1
4223,2005-03-31,675332,SunTrust,849668,23696,94398787,0.1,0.94,8.96,3.51,Peers,2005Q1
4506,2005-03-31,723112,FifthThird,362977,37560,33489593,0.45,1.1,2.42,2.89,Peers,2005Q1
5092,2005-03-31,817824,PNC,576696,12179,44079317,0.11,1.35,11.84,4.44,Peers,2005Q1
5317,2005-03-31,852218,JPMC,4871000,381000,359201000,0.42,1.42,3.2,1.8,Non-Peers,2005Q1
5320,2005-03-31,852320,BBT,551171,29215,51608733,0.23,1.07,4.72,2.79,Non-Peers,2005Q1
6516,2005-03-31,1394676,AMEX,278182,79541,9991741,3.18,2.9,0.87,5.33,Non-Peers,2005Q1
6587,2005-03-31,1456501,MS,5387,-1,4177676,0.0,0.25,,,Non-Peers,2005Q1
8217,2005-06-30,12311,Huntington,250287,44240,24333348,0.36,1.03,2.83,3.01,Peers,2005Q2
8335,2005-06-30,30810,Discover,805530,434580,18143309,4.79,4.28,0.93,5.84,Non-Peers,2005Q2
8366,2005-06-30,35301,StateStreet,17657,0,5472312,0.0,0.28,,,Non-Peers,2005Q2
8524,2005-06-30,60143,Comerica,608688,67218,42692983,0.31,1.41,4.53,2.89,Peers,2005Q2
8621,2005-06-30,75633,BMO,308943,11074,21207559,0.1,1.43,13.95,2.13,BMO,2005Q2
8845,2005-06-30,112837,CapOne,227138,30136,15884398,0.38,1.42,3.77,2.85,Non-Peers,2005Q2
9442,2005-06-30,212465,MUFG,356374,-6887,31118293,-0.04,1.12,,9.06,Non-Peers,2005Q2
9555,2005-06-30,233031,Regions,758453,38065,44357996,0.17,1.3,9.96,1.87,Peers,2005Q2
9884,2005-06-30,280110,Key,1099259,102810,67521669,0.3,1.71,5.35,3.68,Peers,2005Q2
10934,2005-06-30,451965,Wells,2336000,314000,280689500,0.22,0.94,3.72,3.02,Non-Peers,2005Q2
11097,2005-06-30,476810,Citi,7282000,2137000,377036000,1.13,1.93,1.7,1.87,Non-Peers,2005Q2
11128,2005-06-30,480228,BAC,5191251,212982,442794699,0.1,1.05,12.19,2.96,Non-Peers,2005Q2
11231,2005-06-30,497404,TD,228168,4614,20217559,0.07,1.14,16.53,3.25,Non-Peers,2005Q2
11281,2005-06-30,504713,USBank,1932600,295280,127543206,0.46,1.49,3.27,3.77,Non-Peers,2005Q2
11492,2005-06-30,541101,BNY,558000,15000,29930000,0.1,1.69,18.6,3.99,Non-Peers,2005Q2
12310,2005-06-30,675332,SunTrust,1034645,72100,104001064,0.14,0.94,7.18,3.17,Peers,2005Q2
12590,2005-06-30,723112,FifthThird,364009,70348,33968830,0.41,1.09,2.59,3.04,Peers,2005Q2
13169,2005-06-30,817824,PNC,606013,-8533,45676229,-0.04,1.29,,4.6,Peers,2005Q2
13393,2005-06-30,852218,JPMC,4676000,690000,361676500,0.38,1.34,3.39,1.46,Non-Peers,2005Q2
13396,2005-06-30,852320,BBT,549937,58890,52438111,0.22,1.02,4.67,3.17,Non-Peers,2005Q2
14581,2005-06-30,1394676,AMEX,298807,160334,10333027,3.1,2.84,0.93,5.67,Non-Peers,2005Q2
14650,2005-06-30,1456501,MS,5387,-1,4259407,0.0,0.17,,,Non-Peers,2005Q2
16150,2005-06-30,3303298,Citizens,83493,4659,6850675,0.51,0.9,2.41,1.47,Peers,2005Q2
16301,2005-09-30,12311,Huntington,248227,62194,24630239,0.34,1.02,2.99,2.79,Peers,2005Q3
16419,2005-09-30,30810,Discover,780512,669893,18480996,4.83,4.15,0.87,4.53,Non-Peers,2005Q3
16450,2005-09-30,35301,StateStreet,17606,0,5676444,0.0,0.22,,,Non-Peers,2005Q3
16606,2005-09-30,60143,Comerica,558396,87772,43322173,0.27,1.33,4.77,3.0,Peers,2005Q3
16703,2005-09-30,75633,BMO,306875,16142,21375592,0.1,1.38,14.26,2.15,BMO,2005Q3
16927,2005-09-30,112837,CapOne,402251,52023,16020041,0.43,2.45,5.8,3.88,Non-Peers,2005Q3
17522,2005-09-30,212465,MUFG,339976,-11832,31793797,-0.05,1.03,,12.16,Non-Peers,2005Q3
17634,2005-09-30,233031,Regions,783943,80209,52948924,0.2,1.34,7.33,1.99,Peers,2005Q3
17961,2005-09-30,280110,Key,1092089,152152,67667646,0.3,1.67,5.38,2.97,Peers,2005Q3
19002,2005-09-30,451965,Wells,2230000,504000,284270333,0.24,0.92,3.32,2.65,Non-Peers,2005Q3
19165,2005-09-30,476810,Citi,6621000,4164000,376523333,1.47,1.76,1.19,2.66,Non-Peers,2005Q3
19196,2005-09-30,480228,BAC,4966675,549739,468208548,0.16,0.96,6.78,3.26,Non-Peers,2005Q3
19299,2005-09-30,497404,TD,228334,10948,20189069,0.09,1.14,12.23,3.57,Non-Peers,2005Q3
19349,2005-09-30,504713,USBank,1903543,443512,129577162,0.46,1.43,3.22,3.7,Non-Peers,2005Q3
19560,2005-09-30,541101,BNY,557000,26000,30455667,0.11,1.62,16.07,6.05,Non-Peers,2005Q3
20372,2005-09-30,675332,SunTrust,1028564,148574,109106851,0.18,0.91,5.19,3.35,Peers,2005Q3
20649,2005-09-30,723112,FifthThird,367697,107163,34166715,0.42,1.08,2.57,2.74,Peers,2005Q3
21226,2005-09-30,817824,PNC,610423,6412,47006135,0.02,1.26,71.4,4.84,Peers,2005Q3
21447,2005-09-30,852218,JPMC,4895000,1061000,367353333,0.39,1.36,3.46,1.5,Non-Peers,2005Q3
21450,2005-09-30,852320,BBT,554254,90241,53382347,0.23,1.0,4.61,3.1,Non-Peers,2005Q3
22629,2005-09-30,1394676,AMEX,336281,216409,10364416,2.78,3.15,1.17,4.22,Non-Peers,2005Q3
22698,2005-09-30,1456501,MS,5387,-1,4602482,0.0,0.16,,,Non-Peers,2005Q3
24187,2005-09-30,3303298,Citizens,76240,12762,8103695,0.41,0.8,2.31,1.37,Peers,2005Q3
24379,2005-12-31,12311,Huntington,261026,79768,24760601,0.32,1.07,3.27,2.66,Peers,2005Q4
24497,2005-12-31,30810,Discover,794788,1011016,19088766,5.3,4.07,0.79,12.2,Non-Peers,2005Q4
24528,2005-12-31,35301,StateStreet,17591,0,5976756,0.0,0.27,,,Non-Peers,2005Q4
24684,2005-12-31,60143,Comerica,516086,109996,43803322,0.25,1.19,4.69,3.73,Peers,2005Q4
24780,2005-12-31,75633,BMO,317777,17238,21779379,0.08,1.38,18.43,2.31,BMO,2005Q4
25003,2005-12-31,112837,CapOne,214193,13286,16089177,0.66,1.31,2.03,2.03,Non-Peers,2005Q4
25594,2005-12-31,212465,MUFG,327148,-9694,32103533,-0.03,0.99,,6.31,Non-Peers,2005Q4
25704,2005-12-31,233031,Regions,783536,125404,55405481,0.23,1.34,6.25,2.21,Peers,2005Q4
26028,2005-12-31,280110,Key,965680,315594,68104401,0.46,1.46,3.06,3.39,Peers,2005Q4
27058,2005-12-31,451965,Wells,2122000,736000,286415000,0.26,0.83,2.88,2.67,Non-Peers,2005Q4
27219,2005-12-31,476810,Citi,6307000,5188000,378426500,1.37,1.63,1.22,2.66,Non-Peers,2005Q4
27250,2005-12-31,480228,BAC,4586074,787873,486598996,0.16,0.85,5.82,3.06,Non-Peers,2005Q4
27353,2005-12-31,497404,TD,223030,22252,20201392,0.13,1.11,8.4,3.68,Non-Peers,2005Q4
27403,2005-12-31,504713,USBank,1882790,644720,131251675,0.49,1.4,2.92,3.49,Non-Peers,2005Q4
27607,2005-12-31,541101,BNY,408000,175000,30923750,0.57,1.23,2.33,5.75,Non-Peers,2005Q4
28414,2005-12-31,675332,SunTrust,1026834,198430,113257245,0.18,0.89,5.17,3.79,Peers,2005Q4
28688,2005-12-31,723112,FifthThird,358877,170549,34422862,0.5,1.05,2.1,2.56,Peers,2005Q4
29261,2005-12-31,817824,PNC,572482,46585,47575562,0.1,1.22,12.29,3.03,Peers,2005Q4
29478,2005-12-31,852218,JPMC,4857000,1652000,374217000,0.44,1.34,2.94,1.46,Non-Peers,2005Q4
29481,2005-12-31,852320,BBT,560067,133417,54212261,0.25,0.99,4.2,3.15,Non-Peers,2005Q4
30648,2005-12-31,1394676,AMEX,355748,319941,10821826,2.96,2.93,1.11,4.48,Non-Peers,2005Q4
30715,2005-12-31,1456501,MS,1191,-2,5024997,0.0,0.03,,,Non-Peers,2005Q4
32185,2005-12-31,3303298,Citizens,70615,21176,8580614,0.39,0.72,2.13,1.14,Peers,2005Q4
74,2006-03-31,12311,Huntington,277054,22577,25450599,0.35,1.07,3.07,2.08,Peers,2006Q1
190,2006-03-31,30810,Discover,669200,121262,18962085,2.56,3.93,1.38,14.8,Non-Peers,2006Q1
221,2006-03-31,35301,StateStreet,17581,0,6735411,0.0,0.2,,,Non-Peers,2006Q1
377,2006-03-31,60143,Comerica,472369,16790,46575953,0.14,1.06,7.03,3.86,Peers,2006Q1
472,2006-03-31,75633,BMO,322029,7697,24322523,0.13,1.31,10.46,1.94,BMO,2006Q1
693,2006-03-31,112837,CapOne,220787,11406,16187609,0.28,1.37,4.84,2.12,Non-Peers,2006Q1
1281,2006-03-31,212465,MUFG,323698,7236,33593800,0.09,0.98,11.18,14.05,Non-Peers,2006Q1
1391,2006-03-31,233031,Regions,782368,33857,60193147,0.22,1.34,5.78,2.16,Peers,2006Q1
1712,2006-03-31,280110,Key,965766,38634,70184592,0.22,1.45,6.25,3.19,Peers,2006Q1
2735,2006-03-31,451965,Wells,2106000,165000,292804000,0.23,0.85,3.19,2.69,Non-Peers,2006Q1
2894,2006-03-31,476810,Citi,6178000,824000,397714000,0.83,1.55,1.87,2.84,Non-Peers,2006Q1
2924,2006-03-31,480228,BAC,4526933,142108,561874497,0.1,0.81,7.96,2.86,Non-Peers,2006Q1
3025,2006-03-31,497404,TD,276342,6151,23859592,0.1,1.08,11.23,3.52,Non-Peers,2006Q1
3075,2006-03-31,504713,USBank,1879097,107613,137209006,0.31,1.39,4.37,3.64,Non-Peers,2006Q1
3279,2006-03-31,541101,BNY,415000,6000,32679000,0.07,1.25,17.29,7.03,Non-Peers,2006Q1
4080,2006-03-31,675332,SunTrust,1038012,22225,127489040,0.07,0.88,11.68,3.96,Peers,2006Q1
4351,2006-03-31,723112,FifthThird,352656,39381,35300880,0.45,1.01,2.24,2.8,Peers,2006Q1
4918,2006-03-31,817824,PNC,573363,17803,49675252,0.14,1.21,8.05,3.17,Peers,2006Q1
5133,2006-03-31,852218,JPMC,5042000,294000,412632000,0.28,1.32,4.29,1.61,Non-Peers,2006Q1
5136,2006-03-31,852320,BBT,559536,25873,57508587,0.18,0.97,5.41,3.08,Non-Peers,2006Q1
6290,2006-03-31,1394676,AMEX,350666,72021,12194198,2.36,3.05,1.22,4.53,Non-Peers,2006Q1
6357,2006-03-31,1456501,MS,1191,0,8218960,0.0,0.03,,,Non-Peers,2006Q1
7804,2006-03-31,3303298,Citizens,72524,7344,10149981,0.29,0.7,2.47,1.12,Peers,2006Q1
8092,2006-06-30,12311,Huntington,280033,36529,25910637,0.28,1.07,3.83,2.14,Peers,2006Q2
8208,2006-06-30,30810,Discover,642812,257518,18503134,2.78,3.55,1.25,6.47,Non-Peers,2006Q2
8239,2006-06-30,35301,StateStreet,17596,0,7400419,0.0,0.2,,,Non-Peers,2006Q2
8395,2006-06-30,60143,Comerica,481511,34872,47235224,0.15,1.04,6.9,3.07,Peers,2006Q2
8489,2006-06-30,75633,BMO,319438,15454,24451188,0.13,1.28,10.34,2.6,BMO,2006Q2
8708,2006-06-30,112837,CapOne,222678,24515,16147144,0.3,1.38,4.54,2.46,Non-Peers,2006Q2
9293,2006-06-30,212465,MUFG,317299,12889,34098312,0.08,0.93,12.31,14.7,Non-Peers,2006Q2
9401,2006-06-30,233031,Regions,777783,74784,60603887,0.25,1.31,5.2,2.56,Peers,2006Q2
9718,2006-06-30,280110,Key,956271,73493,70654555,0.21,1.42,6.51,3.35,Peers,2006Q2
10736,2006-06-30,451965,Wells,2248000,314000,293019000,0.21,0.94,3.58,2.91,Non-Peers,2006Q2
10893,2006-06-30,476810,Citi,5984000,1816000,406941000,0.89,1.41,1.65,2.56,Non-Peers,2006Q2
10923,2006-06-30,480228,BAC,4478592,236291,573754428,0.08,0.75,9.48,2.92,Non-Peers,2006Q2
11024,2006-06-30,497404,TD,276361,14850,24831739,0.12,1.07,9.31,3.1,Non-Peers,2006Q2
11074,2006-06-30,504713,USBank,1885618,224290,138045080,0.32,1.37,4.2,4.22,Non-Peers,2006Q2
11276,2006-06-30,541101,BNY,414000,7000,33533500,0.04,1.12,29.57,7.53,Non-Peers,2006Q2
12073,2006-06-30,675332,SunTrust,1060615,51381,128719563,0.08,0.88,10.32,3.56,Peers,2006Q2
12342,2006-06-30,723112,FifthThird,359843,76336,35612200,0.43,1.02,2.36,2.8,Peers,2006Q2
12905,2006-06-30,817824,PNC,587016,47979,49994678,0.19,1.21,6.12,2.83,Peers,2006Q2
13118,2006-06-30,852218,JPMC,4964000,597000,415590500,0.29,1.36,4.16,1.61,Non-Peers,2006Q2
13121,2006-06-30,852320,BBT,566804,49599,58308430,0.17,0.95,5.71,3.19,Non-Peers,2006Q2
14270,2006-06-30,1394676,AMEX,365118,171530,12582064,2.73,2.73,1.06,4.64,Non-Peers,2006Q2
14337,2006-06-30,1456501,MS,2923,0,9217879,0.0,0.05,,,Non-Peers,2006Q2
15762,2006-06-30,3303298,Citizens,69118,12974,10288973,0.25,0.66,2.66,1.07,Peers,2006Q2
16101,2006-09-30,12311,Huntington,273182,56808,26044173,0.29,1.04,3.61,2.16,Peers,2006Q3
16217,2006-09-30,30810,Discover,663833,420727,19007749,2.95,3.58,1.18,6.15,Non-Peers,2006Q3
16248,2006-09-30,35301,StateStreet,17603,0,7438799,0.0,0.19,,,Non-Peers,2006Q3
16403,2006-09-30,60143,Comerica,493374,37810,47561193,0.11,1.06,9.79,2.84,Peers,2006Q3
16497,2006-09-30,75633,BMO,323687,25879,24715272,0.14,1.27,9.38,2.57,BMO,2006Q3
16715,2006-09-30,112837,CapOne,220279,40914,16170528,0.34,1.36,4.04,2.78,Non-Peers,2006Q3
17295,2006-09-30,212465,MUFG,317083,14269,34515915,0.06,0.91,16.67,9.52,Non-Peers,2006Q3
17402,2006-09-30,233031,Regions,778465,108714,60916394,0.24,1.31,5.37,2.4,Peers,2006Q3
17715,2006-09-30,280110,Key,944333,115802,71113833,0.22,1.45,6.12,3.32,Peers,2006Q3
18718,2006-09-30,451965,Wells,2226000,554000,289540667,0.26,0.93,3.01,2.79,Non-Peers,2006Q3
18873,2006-09-30,476810,Citi,5888000,2851000,414221667,0.92,1.38,1.55,2.58,Non-Peers,2006Q3
18903,2006-09-30,480228,BAC,4323567,414069,591530952,0.09,0.73,7.83,2.81,Non-Peers,2006Q3
19004,2006-09-30,497404,TD,278568,26399,25180356,0.14,1.08,7.91,3.04,Non-Peers,2006Q3
19053,2006-09-30,504713,USBank,1896446,348880,139150866,0.33,1.35,4.08,4.03,Non-Peers,2006Q3
19254,2006-09-30,541101,BNY,407000,16000,33829000,0.06,1.15,19.08,7.14,Non-Peers,2006Q3
20044,2006-09-30,675332,SunTrust,1086073,87491,129690327,0.09,0.89,9.31,1.96,Peers,2006Q3
20311,2006-09-30,723112,FifthThird,355964,110509,35828481,0.41,1.0,2.42,2.28,Peers,2006Q3
20870,2006-09-30,817824,PNC,542659,93675,50255983,0.25,1.16,4.34,3.27,Peers,2006Q3
21083,2006-09-30,852218,JPMC,4950000,964000,412486333,0.31,1.33,3.85,1.64,Non-Peers,2006Q3
21086,2006-09-30,852320,BBT,592486,77385,59657419,0.17,0.95,5.74,2.98,Non-Peers,2006Q3
22223,2006-09-30,1394676,AMEX,388612,281775,13125701,2.86,2.69,1.03,4.69,Non-Peers,2006Q3
22290,2006-09-30,1456501,MS,2200,0,9830251,0.0,0.04,,,Non-Peers,2006Q3
23695,2006-09-30,3303298,Citizens,70924,21142,10334346,0.27,0.69,2.52,1.24,Peers,2006Q3
24077,2006-12-31,12311,Huntington,263736,79692,26114374,0.31,1.02,3.31,1.79,Peers,2006Q4
24190,2006-12-31,30810,Discover,711886,610996,19381194,3.15,3.39,1.17,6.39,Non-Peers,2006Q4
24221,2006-12-31,35301,StateStreet,17603,0,7651562,0.0,0.2,,,Non-Peers,2006Q4
24376,2006-12-31,60143,Comerica,493217,59814,47836113,0.13,1.04,8.25,2.31,Peers,2006Q4
24469,2006-12-31,75633,BMO,322742,30324,24884779,0.12,1.27,10.64,2.03,BMO,2006Q4
24684,2006-12-31,112837,CapOne,182083,60910,16218917,0.38,1.22,2.99,2.32,Non-Peers,2006Q4
25251,2006-12-31,212465,MUFG,321489,13173,35107252,0.04,0.89,24.41,11.78,Non-Peers,2006Q4
25355,2006-12-31,233031,Regions,1055953,186068,87601516,0.21,1.12,5.68,2.87,Peers,2006Q4
25661,2006-12-31,280110,Key,944439,169557,71186918,0.24,1.44,5.57,4.24,Peers,2006Q4
26657,2006-12-31,451965,Wells,2088000,898000,288638000,0.31,0.83,2.33,2.3,Non-Peers,2006Q4
26811,2006-12-31,476810,Citi,5152000,3422000,450728250,0.76,0.92,1.51,1.74,Non-Peers,2006Q4
26840,2006-12-31,480228,BAC,4066067,630876,601847956,0.1,0.66,6.45,2.36,Non-Peers,2006Q4
26941,2006-12-31,497404,TD,279638,40528,25338536,0.16,1.1,6.9,2.15,Non-Peers,2006Q4
26989,2006-12-31,504713,USBank,1889317,508758,140264407,0.36,1.35,3.71,4.04,Non-Peers,2006Q4
27189,2006-12-31,541101,BNY,286000,38000,32439000,0.12,0.91,7.53,10.21,Non-Peers,2006Q4
27973,2006-12-31,675332,SunTrust,1043245,246125,130592332,0.19,0.86,4.24,2.08,Peers,2006Q4
28239,2006-12-31,723112,FifthThird,347120,161008,36095023,0.45,0.96,2.16,2.19,Peers,2006Q4
28792,2006-12-31,817824,PNC,534585,138616,50231116,0.28,1.12,3.86,3.67,Peers,2006Q4
29001,2006-12-31,852218,JPMC,5170000,1460000,415811250,0.35,1.4,3.54,1.67,Non-Peers,2006Q4
29004,2006-12-31,852320,BBT,796271,129460,80296580,0.16,0.99,6.15,3.27,Non-Peers,2006Q4
30127,2006-12-31,1394676,AMEX,403293,419434,13647527,3.07,2.44,0.96,4.15,Non-Peers,2006Q4
30193,2006-12-31,1456501,MS,1565,0,10216128,0.0,0.03,,,Non-Peers,2006Q4
31570,2006-12-31,3303298,Citizens,75925,28832,10285683,0.28,0.76,2.63,1.44,Peers,2006Q4
68,2007-03-31,12311,Huntington,275697,18119,26264563,0.28,1.06,3.8,1.74,Peers,2007Q1
181,2007-03-31,30810,Discover,629138,179711,21056261,3.41,3.08,0.88,6.53,Non-Peers,2007Q1
212,2007-03-31,35301,StateStreet,17603,0,8425123,0.0,0.17,,,Non-Peers,2007Q1
364,2007-03-31,60143,Comerica,500048,16230,49008409,0.13,1.04,7.7,2.29,Peers,2007Q1
457,2007-03-31,75633,BMO,317356,8385,24963775,0.13,1.27,9.46,1.67,BMO,2007Q1
672,2007-03-31,112837,CapOne,184748,17335,16164021,0.43,1.24,2.66,3.17,Non-Peers,2007Q1
1234,2007-03-31,212465,MUFG,323085,2604,37845202,0.03,0.88,31.02,11.92,Non-Peers,2007Q1
1338,2007-03-31,233031,Regions,1056260,46694,98016552,0.19,1.12,5.66,2.96,Peers,2007Q1
1643,2007-03-31,280110,Key,944466,44172,69569070,0.25,1.44,5.35,3.62,Peers,2007Q1
2634,2007-03-31,451965,Wells,2151000,378000,287598000,0.53,0.86,1.42,2.13,Non-Peers,2007Q1
2786,2007-03-31,476810,Citi,5854000,1072000,577004000,0.74,1.01,1.37,1.86,Non-Peers,2007Q1
2815,2007-03-31,480228,BAC,3795394,216043,641104868,0.13,0.62,4.39,1.97,Non-Peers,2007Q1
2916,2007-03-31,497404,TD,301409,19668,26636495,0.3,1.13,3.83,1.35,Non-Peers,2007Q1
2964,2007-03-31,504713,USBank,1896675,166961,144334605,0.46,1.35,2.84,4.2,Non-Peers,2007Q1
3163,2007-03-31,541101,BNY,289000,-8000,28865000,-0.11,0.9,,16.06,Non-Peers,2007Q1
3935,2007-03-31,675332,SunTrust,1032624,62962,132624785,0.19,0.88,4.1,1.62,Peers,2007Q1
4200,2007-03-31,723112,FifthThird,349571,31288,37374893,0.33,0.97,2.79,2.18,Peers,2007Q1
4749,2007-03-31,817824,PNC,524726,32667,50731543,0.26,1.08,4.02,3.67,Peers,2007Q1
4956,2007-03-31,852218,JPMC,5278000,425000,426465000,0.4,1.44,3.1,1.67,Non-Peers,2007Q1
4959,2007-03-31,852320,BBT,798553,32082,82830275,0.15,0.97,6.22,3.02,Non-Peers,2007Q1
6075,2007-03-31,1394676,AMEX,456023,142201,16582192,3.43,2.85,0.8,5.26,Non-Peers,2007Q1
6139,2007-03-31,1456501,MS,2000,0,10386000,0.0,0.05,,,Non-Peers,2007Q1
7494,2007-03-31,3303298,Citizens,70549,8890,9980233,0.36,0.71,1.98,1.24,Peers,2007Q1
7963,2007-06-30,12311,Huntington,300654,46810,26449551,0.35,1.13,3.21,1.43,Peers,2007Q2
8074,2007-06-30,30810,Discover,651324,346417,21246321,3.26,3.26,0.94,6.79,Non-Peers,2007Q2
8105,2007-06-30,35301,StateStreet,17603,0,9415126,0.0,0.15,,,Non-Peers,2007Q2
8256,2007-06-30,60143,Comerica,506595,46173,49446556,0.19,1.04,5.49,2.07,Peers,2007Q2
8347,2007-06-30,75633,BMO,313452,32104,25400434,0.25,1.21,4.88,1.63,BMO,2007Q2
8559,2007-06-30,112837,CapOne,185750,37333,15777857,0.47,1.22,2.49,4.49,Non-Peers,2007Q2
9118,2007-06-30,212465,MUFG,325614,4760,38022995,0.03,0.88,34.2,11.34,Non-Peers,2007Q2
9222,2007-06-30,233031,Regions,1061873,101080,97148216,0.21,1.13,5.25,2.09,Peers,2007Q2
9522,2007-06-30,280110,Key,945477,96745,70123890,0.28,1.42,4.89,3.33,Peers,2007Q2
10501,2007-06-30,451965,Wells,2526000,772000,285852500,0.54,0.96,1.64,2.46,Non-Peers,2007Q2
10653,2007-06-30,476810,Citi,6517000,2211000,598294000,0.74,1.05,1.47,1.81,Non-Peers,2007Q2
10682,2007-06-30,480228,BAC,3799485,428892,652058329,0.13,0.6,4.43,1.7,Non-Peers,2007Q2
10781,2007-06-30,497404,TD,310676,40270,26573139,0.3,1.18,3.86,1.31,Non-Peers,2007Q2
10829,2007-06-30,504713,USBank,1901441,345864,144962011,0.48,1.34,2.75,4.25,Non-Peers,2007Q2
11025,2007-06-30,541101,BNY,281000,-13000,29515500,-0.09,0.88,,16.53,Non-Peers,2007Q2
11791,2007-06-30,675332,SunTrust,1049117,151149,132106960,0.23,0.88,3.47,1.43,Peers,2007Q2
12053,2007-06-30,723112,FifthThird,349048,76163,37640051,0.4,0.96,2.29,2.24,Peers,2007Q2
12597,2007-06-30,817824,PNC,543898,59220,51306015,0.23,1.07,4.59,3.62,Peers,2007Q2
12803,2007-06-30,852218,JPMC,5598000,933000,436698500,0.43,1.43,3.0,1.76,Non-Peers,2007Q2
12806,2007-06-30,852320,BBT,802762,80005,83427974,0.19,0.95,5.02,2.67,Non-Peers,2007Q2
13909,2007-06-30,1394676,AMEX,521216,297803,18285374,3.26,2.74,0.88,8.7,Non-Peers,2007Q2
13972,2007-06-30,1456501,MS,1000,0,9752500,0.0,0.02,,,Non-Peers,2007Q2
15313,2007-06-30,3303298,Citizens,68748,15718,9999469,0.31,0.69,2.19,1.27,Peers,2007Q2
15824,2007-09-30,12311,Huntington,446779,93277,40182527,0.31,1.12,3.59,1.27,Peers,2007Q3
15934,2007-09-30,30810,Discover,646741,501663,21080241,3.17,3.34,0.97,6.13,Non-Peers,2007Q3
15964,2007-09-30,35301,StateStreet,18216,-513,11598929,-0.01,0.16,,,Non-Peers,2007Q3
16114,2007-09-30,60143,Comerica,511834,86261,49624010,0.23,1.03,4.45,1.88,Peers,2007Q3
16203,2007-09-30,75633,BMO,315640,38805,25488915,0.2,1.25,6.1,1.2,BMO,2007Q3
16413,2007-09-30,112837,CapOne,663434,132147,59426484,0.3,1.17,3.77,2.1,Non-Peers,2007Q3
16962,2007-09-30,212465,MUFG,341141,6580,38286012,0.02,0.88,38.88,6.66,Non-Peers,2007Q3
17064,2007-09-30,233031,Regions,1070716,182237,96115963,0.25,1.13,4.41,2.05,Peers,2007Q3
17363,2007-09-30,280110,Key,955308,156316,70854493,0.29,1.39,4.58,1.88,Peers,2007Q3
18331,2007-09-30,451965,Wells,2569000,1311000,289884000,0.6,0.93,1.47,2.19,Non-Peers,2007Q3
18482,2007-09-30,476810,Citi,8262000,3759000,619095667,0.81,1.28,1.65,1.59,Non-Peers,2007Q3
18511,2007-09-30,480228,BAC,4000574,733818,660508246,0.15,0.63,4.09,1.27,Non-Peers,2007Q3
18607,2007-09-30,497404,TD,329160,55806,26551697,0.28,1.24,4.42,1.41,Non-Peers,2007Q3
18655,2007-09-30,504713,USBank,1914946,532970,145879330,0.49,1.32,2.69,3.75,Non-Peers,2007Q3
18850,2007-09-30,541101,BNY,253000,24000,30105333,0.11,0.7,7.91,11.5,Non-Peers,2007Q3
19608,2007-09-30,675332,SunTrust,1092464,254822,131159902,0.26,0.9,3.22,1.12,Peers,2007Q3
19867,2007-09-30,723112,FifthThird,350857,124630,37982093,0.44,0.95,2.11,1.57,Peers,2007Q3
20407,2007-09-30,817824,PNC,683828,113453,67176267,0.23,1.08,4.52,2.74,Peers,2007Q3
20608,2007-09-30,852218,JPMC,6129000,1596000,442077000,0.48,1.49,2.88,1.51,Non-Peers,2007Q3
20611,2007-09-30,852320,BBT,825025,137269,84561891,0.22,0.95,4.51,2.06,Non-Peers,2007Q3
21701,2007-09-30,1394676,AMEX,535499,465535,19334292,3.21,2.71,0.86,12.29,Non-Peers,2007Q3
21763,2007-09-30,1456501,MS,2000,0,9559333,0.0,0.05,,,Non-Peers,2007Q3
23087,2007-09-30,3303298,Citizens,627329,273072,92460505,0.39,0.69,1.72,1.72,Peers,2007Q3
23635,2007-12-31,12311,Huntington,563154,491634,40196862,1.22,1.42,1.15,1.48,Peers,2007Q4
